location,date,vaccine,total_vaccinations
Germany,2023-02-27,Valneva,7087
Germany,2023-02-28,Johnson&Johnson,3761311
Germany,2023-02-28,Moderna,31585570
Germany,2023-02-28,Novavax,159925
Germany,2023-02-28,Pfizer/BioNTech,138193801
Germany,2023-02-28,Valneva,7088
Germany,2023-03-01,Johnson&Johnson,3761328
Germany,2023-03-01,Moderna,31585608
Germany,2023-03-01,Novavax,159926
Germany,2023-03-01,Pfizer/BioNTech,138194167
Germany,2023-03-01,Valneva,7090
Germany,2023-03-02,Moderna,31585647
Germany,2023-03-02,Novavax,159932
Germany,2023-03-02,Pfizer/BioNTech,138194639
Germany,2023-03-02,Valneva,7124
Germany,2023-03-03,Moderna,31585737
Germany,2023-03-03,Novavax,159939
Germany,2023-03-03,Pfizer/BioNTech,138195010
Germany,2023-03-03,Valneva,7125
Germany,2023-03-04,Johnson&Johnson,3761331
Germany,2023-03-04,Novavax,159943
Germany,2023-03-04,Pfizer/BioNTech,138195123
Germany,2023-03-04,Valneva,7154
Germany,2023-03-05,Moderna,31585746
Germany,2023-03-05,Pfizer/BioNTech,138195139
Germany,2023-03-06,Johnson&Johnson,3761335
Germany,2023-03-06,Moderna,31585747
Germany,2023-03-06,Novavax,159948
Germany,2023-03-06,Pfizer/BioNTech,138195367
Germany,2023-03-06,Valneva,7158
Germany,2023-03-07,Johnson&Johnson,3761345
Germany,2023-03-07,Moderna,31585800
Germany,2023-03-07,Pfizer/BioNTech,138195756
Germany,2023-03-07,Valneva,7189
Germany,2023-03-08,Moderna,31585824
Germany,2023-03-08,Novavax,159949
Germany,2023-03-08,Pfizer/BioNTech,138196129
Germany,2023-03-09,Johnson&Johnson,3761355
Germany,2023-03-09,Moderna,31585856
Germany,2023-03-09,Novavax,159956
Germany,2023-03-09,Pfizer/BioNTech,138196608
Germany,2023-03-09,Valneva,7216
Germany,2023-03-10,Moderna,31585879
Germany,2023-03-10,Novavax,159961
Germany,2023-03-10,Pfizer/BioNTech,138196853
Germany,2023-03-10,Valneva,7236
Germany,2023-03-11,Johnson&Johnson,3761357
Germany,2023-03-11,Novavax,159964
Germany,2023-03-11,Pfizer/BioNTech,138196985
Germany,2023-03-11,Valneva,7254
Germany,2023-03-12,Pfizer/BioNTech,138197016
Germany,2023-03-13,Johnson&Johnson,3761363
Germany,2023-03-13,Moderna,31585917
Germany,2023-03-13,Novavax,159966
Germany,2023-03-13,Pfizer/BioNTech,138197214
Germany,2023-03-14,Johnson&Johnson,3761369
Germany,2023-03-14,Novavax,159969
Germany,2023-03-14,Pfizer/BioNTech,138197523
Germany,2023-03-14,Valneva,7314
Germany,2023-03-15,Moderna,31585946
Germany,2023-03-15,Pfizer/BioNTech,138197853
Germany,2023-03-15,Valneva,7458
Germany,2023-03-16,Johnson&Johnson,3761375
Germany,2023-03-16,Moderna,31585977
Germany,2023-03-16,Pfizer/BioNTech,138198255
Germany,2023-03-16,Valneva,7483
Germany,2023-03-17,Johnson&Johnson,3761381
Germany,2023-03-17,Moderna,31585994
Germany,2023-03-17,Novavax,159985
Germany,2023-03-17,Pfizer/BioNTech,138198494
Germany,2023-03-17,Valneva,7571
Germany,2023-03-18,Moderna,31585998
Germany,2023-03-18,Novavax,160002
Germany,2023-03-18,Oxford/AstraZeneca,12803055
Germany,2023-03-18,Pfizer/BioNTech,138198594
Germany,2023-03-19,Novavax,160010
Germany,2023-03-19,Pfizer/BioNTech,138198596
Germany,2023-03-20,Moderna,31586042
Germany,2023-03-20,Novavax,160017
Germany,2023-03-20,Pfizer/BioNTech,138198757
Germany,2023-03-20,Valneva,7591
Germany,2023-03-21,Johnson&Johnson,3761382
Germany,2023-03-21,Moderna,31586059
Germany,2023-03-21,Novavax,160019
Germany,2023-03-21,Pfizer/BioNTech,138199219
Germany,2023-03-21,Valneva,7602
Germany,2023-03-22,Johnson&Johnson,3761390
Germany,2023-03-22,Moderna,31586098
Germany,2023-03-22,Pfizer/BioNTech,138199625
Germany,2023-03-22,Valneva,7624
Germany,2023-03-23,Johnson&Johnson,3761396
Germany,2023-03-23,Moderna,31586138
Germany,2023-03-23,Pfizer/BioNTech,138199857
Germany,2023-03-23,Valneva,7652
Germany,2023-03-24,Johnson&Johnson,3761405
Germany,2023-03-24,Moderna,31586166
Germany,2023-03-24,Novavax,160026
Germany,2023-03-24,Pfizer/BioNTech,138200150
Germany,2023-03-24,Valneva,7694
Germany,2023-03-25,Johnson&Johnson,3761412
Germany,2023-03-25,Moderna,31586215
Germany,2023-03-25,Novavax,160042
Germany,2023-03-25,Oxford/AstraZeneca,12803059
Germany,2023-03-25,Pfizer/BioNTech,138200239
Germany,2023-03-25,Valneva,7716
Germany,2023-03-26,Novavax,160050
Germany,2023-03-26,Pfizer/BioNTech,138200274
Germany,2023-03-27,Moderna,31586259
Germany,2023-03-27,Novavax,160059
Germany,2023-03-27,Pfizer/BioNTech,138200427
Germany,2023-03-27,Valneva,7745
Germany,2023-03-28,Johnson&Johnson,3761415
Germany,2023-03-28,Moderna,31586289
Germany,2023-03-28,Pfizer/BioNTech,138200787
Germany,2023-03-28,Valneva,7760
Germany,2023-03-29,Johnson&Johnson,3761416
Germany,2023-03-29,Moderna,31586306
Germany,2023-03-29,Novavax,160067
Germany,2023-03-29,Pfizer/BioNTech,138201012
Germany,2023-03-29,Valneva,7761
Germany,2023-03-30,Johnson&Johnson,3761418
Germany,2023-03-30,Moderna,31586451
Germany,2023-03-30,Pfizer/BioNTech,138201965
Germany,2023-03-30,Valneva,7784
Germany,2023-03-31,Johnson&Johnson,3761427
Germany,2023-03-31,Moderna,31586476
Germany,2023-03-31,Novavax,160082
Germany,2023-03-31,Oxford/AstraZeneca,12803142
Germany,2023-03-31,Pfizer/BioNTech,138203032
Germany,2023-03-31,Valneva,7836
Germany,2023-04-01,Moderna,31586477
Germany,2023-04-01,Novavax,160083
Germany,2023-04-01,Pfizer/BioNTech,138203129
Germany,2023-04-01,Valneva,7864
Germany,2023-04-02,Johnson&Johnson,3761429
Germany,2023-04-02,Moderna,31586482
Germany,2023-04-02,Pfizer/BioNTech,138203132
Germany,2023-04-03,Johnson&Johnson,3761431
Germany,2023-04-03,Novavax,160085
Germany,2023-04-03,Pfizer/BioNTech,138203194
Germany,2023-04-03,Valneva,7865
Germany,2023-04-04,Moderna,31586488
Germany,2023-04-04,Pfizer/BioNTech,138203366
Germany,2023-04-05,Johnson&Johnson,3761434
Germany,2023-04-05,Moderna,31586490
Germany,2023-04-05,Pfizer/BioNTech,138203643
Germany,2023-04-05,Valneva,7891
Germany,2023-04-06,Johnson&Johnson,3761436
Germany,2023-04-06,Moderna,31586527
Germany,2023-04-06,Novavax,160122
Germany,2023-04-06,Pfizer/BioNTech,138203924
Germany,2023-04-06,Valneva,7932
Germany,2023-04-07,Moderna,31586566
Germany,2023-04-07,Novavax,160154
Germany,2023-04-07,Pfizer/BioNTech,138203939
Hong Kong,2021-02-22,Sinovac,47
Hong Kong,2021-02-23,Sinovac,579
Hong Kong,2021-02-26,Sinovac,6645
Hong Kong,2021-02-27,Sinovac,13685
Hong Kong,2021-02-28,Sinovac,20700
Hong Kong,2021-03-01,Sinovac,27108
Hong Kong,2021-03-02,Sinovac,40179
Hong Kong,2021-03-03,Sinovac,51847
Hong Kong,2021-03-04,Sinovac,62237
Hong Kong,2021-03-05,Sinovac,72374
Hong Kong,2021-03-06,Pfizer/BioNTech,336
Hong Kong,2021-03-06,Sinovac,83694
Hong Kong,2021-03-07,Pfizer/BioNTech,1207
Hong Kong,2021-03-07,Sinovac,91816
Hong Kong,2021-03-08,Pfizer/BioNTech,2130
Hong Kong,2021-03-08,Sinovac,101718
Hong Kong,2021-03-09,Pfizer/BioNTech,3008
Hong Kong,2021-03-09,Sinovac,110516
Hong Kong,2021-03-10,Pfizer/BioNTech,9028
Hong Kong,2021-03-10,Sinovac,121518
Hong Kong,2021-03-11,Pfizer/BioNTech,14791
Hong Kong,2021-03-11,Sinovac,131115
Hong Kong,2021-03-12,Pfizer/BioNTech,21519
Hong Kong,2021-03-12,Sinovac,140710
Hong Kong,2021-03-13,Pfizer/BioNTech,27845
Hong Kong,2021-03-13,Sinovac,149265
Hong Kong,2021-03-14,Pfizer/BioNTech,33525
Hong Kong,2021-03-14,Sinovac,157205
Hong Kong,2021-03-15,Pfizer/BioNTech,39922
Hong Kong,2021-03-15,Sinovac,166171
Hong Kong,2021-03-16,Pfizer/BioNTech,53021
Hong Kong,2021-03-16,Sinovac,176398
Hong Kong,2021-03-17,Pfizer/BioNTech,64373
Hong Kong,2021-03-17,Sinovac,189646
Hong Kong,2021-03-18,Pfizer/BioNTech,75151
Hong Kong,2021-03-18,Sinovac,201495
Hong Kong,2021-03-19,Pfizer/BioNTech,90960
Hong Kong,2021-03-19,Sinovac,213291
Hong Kong,2021-03-20,Pfizer/BioNTech,106003
Hong Kong,2021-03-20,Sinovac,224616
Hong Kong,2021-03-21,Pfizer/BioNTech,120739
Hong Kong,2021-03-21,Sinovac,233700
Hong Kong,2021-03-22,Pfizer/BioNTech,135824
Hong Kong,2021-03-22,Sinovac,243870
Hong Kong,2021-03-23,Pfizer/BioNTech,150244
Hong Kong,2021-03-23,Sinovac,253282
Hong Kong,2021-03-24,Pfizer/BioNTech,151325
Hong Kong,2021-03-24,Sinovac,261976
Hong Kong,2021-03-25,Sinovac,270196
Hong Kong,2021-03-26,Sinovac,283913
Hong Kong,2021-03-27,Sinovac,297953
Hong Kong,2021-03-28,Sinovac,311127
Hong Kong,2021-03-29,Sinovac,323798
Hong Kong,2021-03-30,Sinovac,338993
Hong Kong,2021-03-31,Sinovac,353774
Hong Kong,2021-04-01,Sinovac,369054
Hong Kong,2021-04-02,Sinovac,379916
Hong Kong,2021-04-03,Sinovac,392665
Hong Kong,2021-04-04,Pfizer/BioNTech,151983
Hong Kong,2021-04-04,Sinovac,404092
Hong Kong,2021-04-05,Pfizer/BioNTech,163728
Hong Kong,2021-04-05,Sinovac,413512
Hong Kong,2021-04-06,Pfizer/BioNTech,193565
Hong Kong,2021-04-06,Sinovac,422443
Hong Kong,2021-04-07,Pfizer/BioNTech,219537
Hong Kong,2021-04-07,Sinovac,440256
Hong Kong,2021-04-08,Pfizer/BioNTech,244598
Hong Kong,2021-04-08,Sinovac,455712
Hong Kong,2021-04-09,Pfizer/BioNTech,274283
Hong Kong,2021-04-09,Sinovac,470759
Hong Kong,2021-04-10,Pfizer/BioNTech,307577
Hong Kong,2021-04-10,Sinovac,483980
Hong Kong,2021-04-11,Pfizer/BioNTech,339562
Hong Kong,2021-04-11,Sinovac,495337
Hong Kong,2021-04-12,Pfizer/BioNTech,370268
Hong Kong,2021-04-12,Sinovac,507984
Hong Kong,2021-04-13,Pfizer/BioNTech,397767
Hong Kong,2021-04-13,Sinovac,521193
Hong Kong,2021-04-14,Pfizer/BioNTech,414246
Hong Kong,2021-04-14,Sinovac,536873
Hong Kong,2021-04-15,Pfizer/BioNTech,428956
Hong Kong,2021-04-15,Sinovac,552144
Hong Kong,2021-04-16,Pfizer/BioNTech,449247
Hong Kong,2021-04-16,Sinovac,568607
Hong Kong,2021-04-17,Pfizer/BioNTech,472580
Hong Kong,2021-04-17,Sinovac,584699
Hong Kong,2021-04-18,Pfizer/BioNTech,492448
Hong Kong,2021-04-18,Sinovac,598662
Hong Kong,2021-04-19,Pfizer/BioNTech,509676
Hong Kong,2021-04-19,Sinovac,613906
Hong Kong,2021-04-20,Pfizer/BioNTech,522584
Hong Kong,2021-04-20,Sinovac,627084
Hong Kong,2021-04-21,Pfizer/BioNTech,534068
Hong Kong,2021-04-21,Sinovac,639041
Hong Kong,2021-04-22,Pfizer/BioNTech,545794
Hong Kong,2021-04-22,Sinovac,650865
Hong Kong,2021-04-23,Pfizer/BioNTech,559087
Hong Kong,2021-04-23,Sinovac,663805
Hong Kong,2021-04-24,Pfizer/BioNTech,576258
Hong Kong,2021-04-24,Sinovac,676824
Hong Kong,2021-04-25,Pfizer/BioNTech,587133
Hong Kong,2021-04-25,Sinovac,688060
Hong Kong,2021-04-26,Pfizer/BioNTech,602962
Hong Kong,2021-04-26,Sinovac,699254
Hong Kong,2021-04-27,Pfizer/BioNTech,618000
Hong Kong,2021-04-27,Sinovac,708885
Hong Kong,2021-04-28,Pfizer/BioNTech,633053
Hong Kong,2021-04-28,Sinovac,718716
Hong Kong,2021-04-29,Pfizer/BioNTech,648991
Hong Kong,2021-04-29,Sinovac,728533
Hong Kong,2021-04-30,Pfizer/BioNTech,672912
Hong Kong,2021-04-30,Sinovac,740883
Hong Kong,2021-05-01,Pfizer/BioNTech,704170
Hong Kong,2021-05-01,Sinovac,750265
Hong Kong,2021-05-02,Pfizer/BioNTech,733053
Hong Kong,2021-05-02,Sinovac,758900
Hong Kong,2021-05-03,Pfizer/BioNTech,761226
Hong Kong,2021-05-03,Sinovac,768450
Hong Kong,2021-05-04,Pfizer/BioNTech,785884
Hong Kong,2021-05-04,Sinovac,776975
Hong Kong,2021-05-05,Pfizer/BioNTech,808171
Hong Kong,2021-05-05,Sinovac,785464
Hong Kong,2021-05-06,Pfizer/BioNTech,830519
Hong Kong,2021-05-06,Sinovac,793556
Hong Kong,2021-05-07,Pfizer/BioNTech,859910
Hong Kong,2021-05-07,Sinovac,802473
Hong Kong,2021-05-08,Pfizer/BioNTech,893099
Hong Kong,2021-05-08,Sinovac,811372
Hong Kong,2021-05-09,Pfizer/BioNTech,923249
Hong Kong,2021-05-09,Sinovac,818440
Hong Kong,2021-05-10,Pfizer/BioNTech,950164
Hong Kong,2021-05-10,Sinovac,826413
Hong Kong,2021-05-11,Pfizer/BioNTech,971049
Hong Kong,2021-05-11,Sinovac,834039
Hong Kong,2021-05-12,Pfizer/BioNTech,989520
Hong Kong,2021-05-12,Sinovac,841357
Hong Kong,2021-05-13,Pfizer/BioNTech,1007899
Hong Kong,2021-05-13,Sinovac,848756
Hong Kong,2021-05-14,Pfizer/BioNTech,1031160
Hong Kong,2021-05-14,Sinovac,857476
Hong Kong,2021-05-15,Pfizer/BioNTech,1060283
Hong Kong,2021-05-15,Sinovac,865986
Hong Kong,2021-05-16,Pfizer/BioNTech,1081903
Hong Kong,2021-05-16,Sinovac,873189
Hong Kong,2021-05-17,Pfizer/BioNTech,1101939
Hong Kong,2021-05-17,Sinovac,882407
Hong Kong,2021-05-18,Pfizer/BioNTech,1118316
Hong Kong,2021-05-18,Sinovac,892071
Hong Kong,2021-05-19,Pfizer/BioNTech,1129848
Hong Kong,2021-05-19,Sinovac,896706
Hong Kong,2021-05-20,Pfizer/BioNTech,1144802
Hong Kong,2021-05-20,Sinovac,905535
Hong Kong,2021-05-21,Pfizer/BioNTech,1165811
Hong Kong,2021-05-21,Sinovac,915370
Hong Kong,2021-05-22,Pfizer/BioNTech,1192547
Hong Kong,2021-05-22,Sinovac,925291
Hong Kong,2021-05-23,Pfizer/BioNTech,1213475
Hong Kong,2021-05-23,Sinovac,933187
Hong Kong,2021-05-24,Pfizer/BioNTech,1231661
Hong Kong,2021-05-24,Sinovac,943381
Hong Kong,2021-05-25,Pfizer/BioNTech,1246772
Hong Kong,2021-05-25,Sinovac,953331
Hong Kong,2021-05-26,Pfizer/BioNTech,1261005
Hong Kong,2021-05-26,Sinovac,963178
Hong Kong,2021-05-27,Pfizer/BioNTech,1276400
Hong Kong,2021-05-27,Sinovac,973927
Hong Kong,2021-05-28,Pfizer/BioNTech,1298632
Hong Kong,2021-05-28,Sinovac,987693
Hong Kong,2021-05-29,Pfizer/BioNTech,1326707
Hong Kong,2021-05-29,Sinovac,1002170
Hong Kong,2021-05-30,Pfizer/BioNTech,1349222
Hong Kong,2021-05-30,Sinovac,1014831
Hong Kong,2021-05-31,Pfizer/BioNTech,1369611
Hong Kong,2021-05-31,Sinovac,1030892
Hong Kong,2021-06-01,Pfizer/BioNTech,1386353
Hong Kong,2021-06-01,Sinovac,1047714
Hong Kong,2021-06-02,Pfizer/BioNTech,1402074
Hong Kong,2021-06-02,Sinovac,1064512
Hong Kong,2021-06-03,Pfizer/BioNTech,1420955
Hong Kong,2021-06-03,Sinovac,1081829
Hong Kong,2021-06-04,Pfizer/BioNTech,1447509
Hong Kong,2021-06-04,Sinovac,1100226
Hong Kong,2021-06-05,Pfizer/BioNTech,1480594
Hong Kong,2021-06-05,Sinovac,1117677
Hong Kong,2021-06-06,Pfizer/BioNTech,1506555
Hong Kong,2021-06-06,Sinovac,1131053
Hong Kong,2021-06-07,Pfizer/BioNTech,1529485
Hong Kong,2021-06-07,Sinovac,1150246
Hong Kong,2021-06-08,Pfizer/BioNTech,1547771
Hong Kong,2021-06-08,Sinovac,1168440
Hong Kong,2021-06-09,Pfizer/BioNTech,1563812
Hong Kong,2021-06-09,Sinovac,1185265
Hong Kong,2021-06-10,Pfizer/BioNTech,1584462
Hong Kong,2021-06-10,Sinovac,1202848
Hong Kong,2021-06-11,Pfizer/BioNTech,1614109
Hong Kong,2021-06-11,Sinovac,1223635
Hong Kong,2021-06-12,Pfizer/BioNTech,1649188
Hong Kong,2021-06-12,Sinovac,1242728
Hong Kong,2021-06-13,Pfizer/BioNTech,1677202
Hong Kong,2021-06-13,Sinovac,1257214
Hong Kong,2021-06-14,Pfizer/BioNTech,1697724
Hong Kong,2021-06-14,Sinovac,1267142
Hong Kong,2021-06-15,Pfizer/BioNTech,1720283
Hong Kong,2021-06-15,Sinovac,1286105
Hong Kong,2021-06-16,Pfizer/BioNTech,1739012
Hong Kong,2021-06-16,Sinovac,1302835
Hong Kong,2021-06-17,Pfizer/BioNTech,1759918
Hong Kong,2021-06-17,Sinovac,1320832
Hong Kong,2021-06-18,Pfizer/BioNTech,1790233
Hong Kong,2021-06-18,Sinovac,1340848
Hong Kong,2021-06-19,Pfizer/BioNTech,1824031
Hong Kong,2021-06-19,Sinovac,1358702
Hong Kong,2021-06-20,Pfizer/BioNTech,1849498
Hong Kong,2021-06-20,Sinovac,1371153
Hong Kong,2021-06-21,Pfizer/BioNTech,1876240
Hong Kong,2021-06-21,Sinovac,1390415
Hong Kong,2021-06-22,Pfizer/BioNTech,1897850
Hong Kong,2021-06-22,Sinovac,1409803
Hong Kong,2021-06-23,Pfizer/BioNTech,1920615
Hong Kong,2021-06-23,Sinovac,1427721
Hong Kong,2021-06-24,Pfizer/BioNTech,1948121
Hong Kong,2021-06-24,Sinovac,1446639
Hong Kong,2021-06-25,Pfizer/BioNTech,1983570
Hong Kong,2021-06-25,Sinovac,1469132
Hong Kong,2021-06-26,Pfizer/BioNTech,2021914
Hong Kong,2021-06-26,Sinovac,1489388
Hong Kong,2021-06-27,Pfizer/BioNTech,2056988
Hong Kong,2021-06-27,Sinovac,1504519
Hong Kong,2021-06-28,Pfizer/BioNTech,2087407
Hong Kong,2021-06-28,Sinovac,1525590
Hong Kong,2021-06-29,Pfizer/BioNTech,2118785
Hong Kong,2021-06-29,Sinovac,1550283
Hong Kong,2021-06-30,Pfizer/BioNTech,2154187
Hong Kong,2021-06-30,Sinovac,1575200
Hong Kong,2021-07-01,Pfizer/BioNTech,2188084
Hong Kong,2021-07-01,Sinovac,1588898
Hong Kong,2021-07-02,Pfizer/BioNTech,2230031
Hong Kong,2021-07-02,Sinovac,1617066
Hong Kong,2021-07-03,Pfizer/BioNTech,2269917
Hong Kong,2021-07-03,Sinovac,1638959
Hong Kong,2021-07-04,Pfizer/BioNTech,2307166
Hong Kong,2021-07-04,Sinovac,1654659
Hong Kong,2021-07-05,Pfizer/BioNTech,2344903
Hong Kong,2021-07-05,Sinovac,1681503
Hong Kong,2021-07-06,Pfizer/BioNTech,2379860
Hong Kong,2021-07-06,Sinovac,1706404
Hong Kong,2021-07-07,Pfizer/BioNTech,2413660
Hong Kong,2021-07-07,Sinovac,1729878
Hong Kong,2021-07-08,Pfizer/BioNTech,2452686
Hong Kong,2021-07-08,Sinovac,1754605
Hong Kong,2021-07-09,Pfizer/BioNTech,2495461
Hong Kong,2021-07-09,Sinovac,1782077
Hong Kong,2021-07-10,Pfizer/BioNTech,2537113
Hong Kong,2021-07-10,Sinovac,1804631
Hong Kong,2021-07-11,Pfizer/BioNTech,2576118
Hong Kong,2021-07-11,Sinovac,1820666
Hong Kong,2021-07-12,Pfizer/BioNTech,2616263
Hong Kong,2021-07-12,Sinovac,1842213
Hong Kong,2021-07-13,Pfizer/BioNTech,2653538
Hong Kong,2021-07-13,Sinovac,1864729
Hong Kong,2021-07-14,Pfizer/BioNTech,2690329
Hong Kong,2021-07-14,Sinovac,1885237
Hong Kong,2021-07-15,Pfizer/BioNTech,2730291
Hong Kong,2021-07-15,Sinovac,1908643
Hong Kong,2021-07-16,Pfizer/BioNTech,2773449
Hong Kong,2021-07-16,Sinovac,1934475
Hong Kong,2021-07-17,Pfizer/BioNTech,2815024
Hong Kong,2021-07-17,Sinovac,1956424
Hong Kong,2021-07-18,Pfizer/BioNTech,2854918
Hong Kong,2021-07-18,Sinovac,1971776
Hong Kong,2021-07-19,Pfizer/BioNTech,2896413
Hong Kong,2021-07-19,Sinovac,1995429
Hong Kong,2021-07-20,Pfizer/BioNTech,2936017
Hong Kong,2021-07-20,Sinovac,2017526
Hong Kong,2021-07-21,Pfizer/BioNTech,2976351
Hong Kong,2021-07-21,Sinovac,2038009
Hong Kong,2021-07-22,Pfizer/BioNTech,3018442
Hong Kong,2021-07-22,Sinovac,2060184
Hong Kong,2021-07-23,Pfizer/BioNTech,3063881
Hong Kong,2021-07-23,Sinovac,2085528
Hong Kong,2021-07-24,Pfizer/BioNTech,3107510
Hong Kong,2021-07-24,Sinovac,2106518
Hong Kong,2021-07-25,Pfizer/BioNTech,3149543
Hong Kong,2021-07-25,Sinovac,2120500
Hong Kong,2021-07-26,Pfizer/BioNTech,3193133
Hong Kong,2021-07-26,Sinovac,2143549
Hong Kong,2021-07-27,Pfizer/BioNTech,3236068
Hong Kong,2021-07-27,Sinovac,2165495
Hong Kong,2021-07-28,Pfizer/BioNTech,3277578
Hong Kong,2021-07-28,Sinovac,2187203
Hong Kong,2021-07-29,Pfizer/BioNTech,3320850
Hong Kong,2021-07-29,Sinovac,2207014
Hong Kong,2021-07-30,Pfizer/BioNTech,3365923
Hong Kong,2021-07-30,Sinovac,2232235
Hong Kong,2021-07-31,Pfizer/BioNTech,3410180
Hong Kong,2021-07-31,Sinovac,2253005
Hong Kong,2021-08-01,Pfizer/BioNTech,3452413
Hong Kong,2021-08-01,Sinovac,2266646
Hong Kong,2021-08-02,Pfizer/BioNTech,3496600
Hong Kong,2021-08-02,Sinovac,2291427
Hong Kong,2021-08-03,Pfizer/BioNTech,3540885
Hong Kong,2021-08-03,Sinovac,2316059
Hong Kong,2021-08-04,Pfizer/BioNTech,3585376
Hong Kong,2021-08-04,Sinovac,2337001
Hong Kong,2021-08-05,Pfizer/BioNTech,3631198
Hong Kong,2021-08-05,Sinovac,2358373
Hong Kong,2021-08-06,Pfizer/BioNTech,3678125
Hong Kong,2021-08-06,Sinovac,2381976
Hong Kong,2021-08-07,Pfizer/BioNTech,3723908
Hong Kong,2021-08-07,Sinovac,2400881
Hong Kong,2021-08-08,Pfizer/BioNTech,3767993
Hong Kong,2021-08-08,Sinovac,2412098
Hong Kong,2021-08-09,Pfizer/BioNTech,3814190
Hong Kong,2021-08-09,Sinovac,2434613
Hong Kong,2021-08-10,Pfizer/BioNTech,3860895
Hong Kong,2021-08-10,Sinovac,2454729
Hong Kong,2021-08-11,Pfizer/BioNTech,3907800
Hong Kong,2021-08-11,Sinovac,2473315
Hong Kong,2021-08-12,Pfizer/BioNTech,3954112
Hong Kong,2021-08-12,Sinovac,2492993
Hong Kong,2021-08-13,Pfizer/BioNTech,4001778
Hong Kong,2021-08-13,Sinovac,2513844
Hong Kong,2021-08-14,Pfizer/BioNTech,4048502
Hong Kong,2021-08-14,Sinovac,2531188
Hong Kong,2021-08-15,Pfizer/BioNTech,4092768
Hong Kong,2021-08-15,Sinovac,2542269
Hong Kong,2021-08-16,Pfizer/BioNTech,4138426
Hong Kong,2021-08-16,Sinovac,2561646
Hong Kong,2021-08-17,Pfizer/BioNTech,4182917
Hong Kong,2021-08-17,Sinovac,2578670
Hong Kong,2021-08-18,Pfizer/BioNTech,4226754
Hong Kong,2021-08-18,Sinovac,2594877
Hong Kong,2021-08-19,Pfizer/BioNTech,4269896
Hong Kong,2021-08-19,Sinovac,2611293
Hong Kong,2021-08-20,Pfizer/BioNTech,4314257
Hong Kong,2021-08-20,Sinovac,2630009
Hong Kong,2021-08-21,Pfizer/BioNTech,4357872
Hong Kong,2021-08-21,Sinovac,2646045
Hong Kong,2021-08-22,Pfizer/BioNTech,4398278
Hong Kong,2021-08-22,Sinovac,2656022
Hong Kong,2021-08-23,Pfizer/BioNTech,4439729
Hong Kong,2021-08-23,Sinovac,2674330
Hong Kong,2021-08-24,Pfizer/BioNTech,4480401
Hong Kong,2021-08-24,Sinovac,2690657
Hong Kong,2021-08-25,Pfizer/BioNTech,4520930
Hong Kong,2021-08-25,Sinovac,2706480
Hong Kong,2021-08-26,Pfizer/BioNTech,4563474
Hong Kong,2021-08-26,Sinovac,2724628
Hong Kong,2021-08-27,Pfizer/BioNTech,4607607
Hong Kong,2021-08-27,Sinovac,2743588
Hong Kong,2021-08-28,Pfizer/BioNTech,4651483
Hong Kong,2021-08-28,Sinovac,2760588
Hong Kong,2021-08-29,Pfizer/BioNTech,4692425
Hong Kong,2021-08-29,Sinovac,2770863
Hong Kong,2021-08-30,Pfizer/BioNTech,4735510
Hong Kong,2021-08-30,Sinovac,2791634
Hong Kong,2021-08-31,Pfizer/BioNTech,4776762
Hong Kong,2021-08-31,Sinovac,2811758
Hong Kong,2021-09-01,Pfizer/BioNTech,4811022
Hong Kong,2021-09-01,Sinovac,2826828
Hong Kong,2021-09-02,Pfizer/BioNTech,4843956
Hong Kong,2021-09-02,Sinovac,2841712
Hong Kong,2021-09-03,Pfizer/BioNTech,4883714
Hong Kong,2021-09-03,Sinovac,2858177
Hong Kong,2021-09-04,Pfizer/BioNTech,4926619
Hong Kong,2021-09-04,Sinovac,2872539
Hong Kong,2021-09-05,Pfizer/BioNTech,4962313
Hong Kong,2021-09-05,Sinovac,2880225
Hong Kong,2021-09-06,Pfizer/BioNTech,4992635
Hong Kong,2021-09-06,Sinovac,2895135
Hong Kong,2021-09-07,Pfizer/BioNTech,5019225
Hong Kong,2021-09-07,Sinovac,2908609
Hong Kong,2021-09-08,Pfizer/BioNTech,5045579
Hong Kong,2021-09-08,Sinovac,2922207
Hong Kong,2021-09-09,Pfizer/BioNTech,5074263
Hong Kong,2021-09-09,Sinovac,2936353
Hong Kong,2021-09-10,Pfizer/BioNTech,5110085
Hong Kong,2021-09-10,Sinovac,2952140
Hong Kong,2021-09-11,Pfizer/BioNTech,5150272
Hong Kong,2021-09-11,Sinovac,2965488
Hong Kong,2021-09-12,Pfizer/BioNTech,5179716
Hong Kong,2021-09-12,Sinovac,2972304
Hong Kong,2021-09-13,Pfizer/BioNTech,5202871
Hong Kong,2021-09-13,Sinovac,2985434
Hong Kong,2021-09-14,Pfizer/BioNTech,5221383
Hong Kong,2021-09-14,Sinovac,2996875
Hong Kong,2021-09-15,Pfizer/BioNTech,5239796
Hong Kong,2021-09-15,Sinovac,3007996
Hong Kong,2021-09-16,Pfizer/BioNTech,5259911
Hong Kong,2021-09-16,Sinovac,3018765
Hong Kong,2021-09-17,Pfizer/BioNTech,5285415
Hong Kong,2021-09-17,Sinovac,3030911
Hong Kong,2021-09-18,Pfizer/BioNTech,5315860
Hong Kong,2021-09-18,Sinovac,3040979
Hong Kong,2021-09-19,Pfizer/BioNTech,5334394
Hong Kong,2021-09-19,Sinovac,3046060
Hong Kong,2021-09-20,Pfizer/BioNTech,5349182
